x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.6681055426597595,0.17207518219947815,-3.614423746967077e-07,0.597844660282135,0.24650123715400696,0.022870779037475586,0.5604698657989502,0.3737488090991974,0.022874049842357635,0.5558730363845825,0.48331043124198914,0.0179903507232666,0.5746784210205078,0.5582922101020813,0.009153938852250576,0.524661123752594,0.44434237480163574,-0.017304718494415283,0.5160360336303711,0.62263423204422,-0.028528178110718727,0.5146390199661255,0.7271469235420227,-0.032394006848335266,0.5142420530319214,0.8083552718162537,-0.0362873375415802,0.5628503561019897,0.45362427830696106,-0.03451294079422951,0.6131473183631897,0.6076886653900146,-0.04409443587064743,0.6381000876426697,0.5642772912979126,-0.03299086168408394,0.634317934513092,0.5061765909194946,-0.026771819218993187,0.6106995344161987,0.453269898891449,-0.04800041392445564,0.6541993021965027,0.5752763748168945,-0.04919831082224846,0.6701294779777527,0.5299991369247437,-0.027834773063659668,0.6615959405899048,0.48126521706581116,-0.017645346000790596,0.6606586575508118,0.44431886076927185,-0.060265567153692245,0.6887499690055847,0.5362218618392944,-0.058007385581731796,0.7001466155052185,0.49393296241760254,-0.040993064641952515,0.694119930267334,0.44770628213882446,-0.029740430414676666,baixo
0.6673641204833984,0.17286860942840576,-3.5488901062308287e-07,0.5973271727561951,0.2460184246301651,0.022420372813940048,0.5604446530342102,0.3766474723815918,0.022741973400115967,0.5560609102249146,0.4859388768672943,0.018288344144821167,0.5751908421516418,0.5602892637252808,0.009835958480834961,0.5239547491073608,0.4475693702697754,-0.017685437574982643,0.5153487920761108,0.6258984804153442,-0.02751200646162033,0.5143669247627258,0.7303540110588074,-0.03026752360165119,0.514003336429596,0.8108978271484375,-0.033601853996515274,0.5629041194915771,0.45739930868148804,-0.034635767340660095,0.6127422451972961,0.6091532707214355,-0.04316958785057068,0.6370458602905273,0.5658960342407227,-0.03176230192184448,0.6331654191017151,0.5078145265579224,-0.02556016854941845,0.6112930178642273,0.45692920684814453,-0.04777523875236511,0.654186487197876,0.5759401917457581,-0.047657087445259094,0.669513463973999,0.5304583311080933,-0.026407748460769653,0.6611693501472473,0.4821285009384155,-0.016741156578063965,0.6614188551902771,0.4473314881324768,-0.05980633571743965,0.6890001893043518,0.5369488000869751,-0.05675193667411804,0.7001488208770752,0.4946034848690033,-0.039894405752420425,0.6943079233169556,0.44882112741470337,-0.02900663949549198,baixo
0.665260910987854,0.17164689302444458,-3.604714891025651e-07,0.5953687429428101,0.24784475564956665,0.023586412891745567,0.5590653419494629,0.37854206562042236,0.024591388180851936,0.5549834966659546,0.48642078042030334,0.020526127889752388,0.5747010707855225,0.5582739114761353,0.012351672165095806,0.5238692164421082,0.44944465160369873,-0.016217421740293503,0.5151874423027039,0.6272232532501221,-0.025736326351761818,0.5148648619651794,0.7324932217597961,-0.028117870911955833,0.5149799585342407,0.8131673336029053,-0.031207699328660965,0.5620654225349426,0.45860767364501953,-0.03370162844657898,0.6142699718475342,0.6090487241744995,-0.041858792304992676,0.6387770175933838,0.5649760365486145,-0.0301100704818964,0.6342435479164124,0.5070648789405823,-0.023660719394683838,0.6102555394172668,0.4571238160133362,-0.047343213111162186,0.6556410193443298,0.573588490486145,-0.046720754355192184,0.670961320400238,0.5275189280509949,-0.02535090036690235,0.6617646813392639,0.47991544008255005,-0.01572360284626484,0.6605236530303955,0.4464947283267975,-0.05984335392713547,0.6904747486114502,0.5327652096748352,-0.05649716034531593,0.7016052603721619,0.490045428276062,-0.039700549095869064,0.6950252056121826,0.44502323865890503,-0.028871195390820503,baixo
0.6641448140144348,0.16693949699401855,-3.5902735362469684e-07,0.594275951385498,0.24637988209724426,0.02415090799331665,0.5586251020431519,0.3779771625995636,0.025125650689005852,0.5544024109840393,0.4851785898208618,0.020779980346560478,0.57368004322052,0.5556337833404541,0.012228005565702915,0.5239403247833252,0.4477585256099701,-0.01572280377149582,0.5152933597564697,0.6256282925605774,-0.025719480589032173,0.5145426988601685,0.7313077449798584,-0.028386833146214485,0.5143936276435852,0.8125157952308655,-0.03161913901567459,0.5621825456619263,0.4562363624572754,-0.03387647122144699,0.6151329874992371,0.6076246500015259,-0.04294809326529503,0.6401192545890808,0.5627307295799255,-0.031231364235281944,0.6356163024902344,0.5036411881446838,-0.0244466420263052,0.6107063293457031,0.4537845551967621,-0.04822017252445221,0.6560747027397156,0.5711374282836914,-0.04883347079157829,0.6714911460876465,0.5243589878082275,-0.02731788158416748,0.6620823740959167,0.4758346974849701,-0.01711689680814743,0.6613001227378845,0.44188788533210754,-0.06131547689437866,0.6909469366073608,0.5289342403411865,-0.05896294116973877,0.7019343972206116,0.4860016405582428,-0.042116060853004456,0.6949464678764343,0.44055402278900146,-0.030957717448472977,baixo
0.6640315651893616,0.16802838444709778,-3.3115935593741597e-07,0.5948899388313293,0.24778713285923004,0.021662602201104164,0.5592780709266663,0.37995389103889465,0.020969344303011894,0.5567077994346619,0.4856112599372864,0.0153533099219203,0.5771619081497192,0.5560981631278992,0.005654816050082445,0.5233664512634277,0.4462752044200897,-0.01933300867676735,0.512690007686615,0.6246811151504517,-0.03172903135418892,0.5113354921340942,0.73038250207901,-0.03553928807377815,0.5104711651802063,0.8112094402313232,-0.03925049677491188,0.5620077252388,0.45431286096572876,-0.0369817279279232,0.6138368248939514,0.6081621646881104,-0.048958297818899155,0.6398627758026123,0.564437985420227,-0.038009680807590485,0.6356061100959778,0.5058349370956421,-0.031194007024168968,0.6110345125198364,0.45172417163848877,-0.051033735275268555,0.6557242274284363,0.572826623916626,-0.05455631762742996,0.6715900897979736,0.5274671912193298,-0.03304332494735718,0.6624060869216919,0.4791419506072998,-0.02199499122798443,0.6620378494262695,0.43996933102607727,-0.06396811455488205,0.6914486885070801,0.5311822891235352,-0.0635727047920227,0.7023383975028992,0.48931267857551575,-0.04663871228694916,0.695633590221405,0.443631112575531,-0.03492847830057144,baixo
0.6641748547554016,0.1667782962322235,-3.275648055023339e-07,0.5952147245407104,0.24770258367061615,0.02094324305653572,0.5586017370223999,0.38011565804481506,0.02053666301071644,0.5542991161346436,0.486150860786438,0.01520171482115984,0.5749075412750244,0.5561645030975342,0.005950219929218292,0.522801399230957,0.44647327065467834,-0.017534513026475906,0.5093392133712769,0.620806097984314,-0.029994403943419456,0.5072311162948608,0.7266374230384827,-0.03361674025654793,0.506327748298645,0.8069970607757568,-0.037170808762311935,0.5598940849304199,0.4535790979862213,-0.03510688990354538,0.6138699054718018,0.607446551322937,-0.04827398061752319,0.641060471534729,0.5636029243469238,-0.03768691420555115,0.6370151042938232,0.5049005746841431,-0.03049708902835846,0.6085689663887024,0.4509162902832031,-0.04938914254307747,0.6563152074813843,0.568855881690979,-0.054455723613500595,0.6724937558174133,0.5226469039916992,-0.03349333629012108,0.6623793840408325,0.4748661518096924,-0.02214409038424492,0.6597611308097839,0.43995600938796997,-0.06260952353477478,0.691471517086029,0.5262869000434875,-0.06338006258010864,0.7027189135551453,0.4833531975746155,-0.04711393266916275,0.6950703859329224,0.4384244978427887,-0.03544427081942558,baixo
0.6640472412109375,0.1664637327194214,-3.4089961786776257e-07,0.5963525772094727,0.2444513589143753,0.01970459707081318,0.5589861273765564,0.3755718469619751,0.018556086346507072,0.5537192821502686,0.4838544428348541,0.012727108784019947,0.5729305148124695,0.5562057495117188,0.0031103806104511023,0.5220265984535217,0.4438641369342804,-0.019054817035794258,0.5072657465934753,0.619234025478363,-0.03326514735817909,0.50397127866745,0.7252048850059509,-0.03769051283597946,0.5025455355644226,0.804975152015686,-0.041610173881053925,0.5577390193939209,0.44791102409362793,-0.03647565096616745,0.6140861511230469,0.6068978905677795,-0.052237872034311295,0.6423925161361694,0.5625962018966675,-0.042038921266794205,0.6386262774467468,0.5033723711967468,-0.03462943807244301,0.6058948040008545,0.4440116584300995,-0.050871312618255615,0.656486988067627,0.5685446858406067,-0.0589655265212059,0.6732734441757202,0.5206515192985535,-0.037784259766340256,0.6625592112541199,0.47209182381629944,-0.025515958666801453,0.6572816967964172,0.4333082139492035,-0.06420589983463287,0.6911036372184753,0.5239555835723877,-0.06763690710067749,0.7027601003646851,0.4802655875682831,-0.05199044197797775,0.6942862272262573,0.4354773461818695,-0.040306076407432556,baixo
0.663287878036499,0.15936997532844543,-3.625368378834537e-07,0.5972656011581421,0.23873154819011688,0.017178870737552643,0.5593771934509277,0.3692246079444885,0.014623167924582958,0.5530101656913757,0.4803498089313507,0.007503323256969452,0.5715892314910889,0.5540354251861572,-0.0031064364593476057,0.5213648676872253,0.4413681924343109,-0.019951891154050827,0.5074597001075745,0.6146989464759827,-0.036198269575834274,0.5027691125869751,0.7204874753952026,-0.04193844273686409,0.5001093745231628,0.8011220097541809,-0.04662912338972092,0.5549433827400208,0.44150209426879883,-0.037316516041755676,0.6158683896064758,0.6028963923454285,-0.056502312421798706,0.6453328132629395,0.5604604482650757,-0.047842200845479965,0.6421923637390137,0.5019685626029968,-0.04077108949422836,0.6016029119491577,0.43465456366539,-0.05219990760087967,0.6562844514846802,0.5639123916625977,-0.06513547152280807,0.6737492680549622,0.5153888463973999,-0.04556624963879585,0.6631618142127991,0.46459144353866577,-0.03286374732851982,0.6513521075248718,0.42126935720443726,-0.06613236665725708,0.6886686682701111,0.5165619254112244,-0.07371426373720169,0.7007889151573181,0.47522008419036865,-0.06004895269870758,0.6919941306114197,0.42969638109207153,-0.048795849084854126,baixo
0.6563898921012878,0.15112105011940002,-3.94015785332158e-07,0.5935300588607788,0.24009020626544952,0.017249686643481255,0.5602266192436218,0.37276771664619446,0.01331805158406496,0.5581238269805908,0.4872288703918457,0.004394954536110163,0.5791525840759277,0.5615088939666748,-0.007979199290275574,0.5206619501113892,0.44855108857154846,-0.020378530025482178,0.508353590965271,0.6199440956115723,-0.039106063544750214,0.5050187110900879,0.7258625030517578,-0.046439945697784424,0.5045198202133179,0.8060467839241028,-0.05199890583753586,0.550686776638031,0.4372619390487671,-0.039441969245672226,0.6205234527587891,0.605513334274292,-0.060443293303251266,0.6527367234230042,0.5644310712814331,-0.05188664421439171,0.6498830318450928,0.5087713003158569,-0.04498249664902687,0.5951204299926758,0.4193990230560303,-0.05647968128323555,0.6595367193222046,0.5562419891357422,-0.0716027021408081,0.6778766512870789,0.5065307021141052,-0.052101049572229385,0.6656329035758972,0.45770081877708435,-0.03929371386766434,0.6430351734161377,0.39609676599502563,-0.07257246971130371,0.6874480843544006,0.5016918182373047,-0.0817873552441597,0.6993438601493835,0.46346044540405273,-0.06830766052007675,0.6888211369514465,0.4197930693626404,-0.05718670412898064,baixo
0.6501363515853882,0.14281097054481506,-4.221944607252226e-07,0.5901949405670166,0.24332107603549957,0.02078898809850216,0.5629507899284363,0.3802633285522461,0.017060093581676483,0.5679723024368286,0.49198344349861145,0.007573795039206743,0.5942800045013428,0.5598104000091553,-0.006122888531535864,0.5239837765693665,0.45340850949287415,-0.021006885915994644,0.5162581205368042,0.6225007772445679,-0.04039345681667328,0.5153110027313232,0.7285445928573608,-0.04904346540570259,0.515744149684906,0.8117460608482361,-0.05647855997085571,0.5510914921760559,0.4321824014186859,-0.042856305837631226,0.6259135603904724,0.607054591178894,-0.0632951483130455,0.6562774777412415,0.5598927140235901,-0.05370267480611801,0.6485730409622192,0.5047005414962769,-0.04733261093497276,0.5937656164169312,0.4045598804950714,-0.06240445375442505,0.6634116768836975,0.5588139891624451,-0.07736089825630188,0.6802998185157776,0.5074626207351685,-0.055888958275318146,0.6646276116371155,0.45837125182151794,-0.04287096485495567,0.6398414373397827,0.3715338110923767,-0.08073756843805313,0.6899182200431824,0.4954908490180969,-0.09155676513910294,0.6997953057289124,0.4598384499549866,-0.07746782153844833,0.6869410276412964,0.41445767879486084,-0.06655818969011307,baixo
